CLINIC,ADDRESS,PHONE,EMAIL
MUDr. Klimešová Iva,"Českobratrská 317/3 779 00 Olomouc, Nové SadyTel.:  585222084",  585222084,
MUDr. Klimešová Ivana,Hroznová 492/8 118 00 Praha 1Tel.:  257531438,  257531438,
MUDr. Klimešová Jaroslava,696 21 Prušánky 158,,
MUDr. Klimo Kaňovská,Slovinská 54 612 00 BrnoTel.:  549251821,  549251821,
MUDr. Klingerová Veronika,Msgr. Šrámka 11 741 01 Nový JičínTel.:  556703123,  556703123,
MUDr. Klírová Martina,Petra Fastra 260 251 01 ŘíčanyTel.:  323604161,  323604161,
MUDr. Klobas Tomáš,Drobného 312/48 602 00 Brno,,
MUDr. Klocová Jana,Štefánikova 1301 742 21 KopřivniceTel.:  556870137,  556870137,
MUDr. Kloda Josef,Pavlovova 6 736 01 Havířov-MěstoTel.:  596810860,  596810860,
MUDr. Klodnerová Milena,Žižkovo náměstí 3925/1 669 02 Znojmo,,
MUDr. Klofáč Jindřích,252 82 Kamenný Přívoz 37Tel.:  224282444,  224282444,
MUDr. Klosová Olga,nám. Hrdinů 934/7 794 01 Krnov,,
MUDr. Klosse Hana,Nad Nemocnicí 153 381 01 Český KrumlovTel.:  380712168,  380712168,
MUDr. Klučka Pavel,28. října 214 702 00 Moravská OstravaTel.:  596625742,  596625742,
MUDr. Knížek Petr,Pod Marjánkou 12 169 00 Praha 6Tel.:  220511451,  220511451,
MUDr. Kocián Jaroslav,Pod Táborem 102/5 190 00 Praha 9Tel.:  274776242,  274776242,
MUDr. Kocman Ladislav,Jordana Jovkova 3253/5 143 00 Praha 4Tel.:  241761128E-mail:  kocmanladislav@seznam.cz,  241761128,  kocmanladislav@seznam.cz
MUDr. Kocmanová Alena,Hostinského 1533 150 00 Praha 5Tel.:  235516555,  235516555,
MUDr. Kocová Vladimíra,Náměstí Míru 13 341 01 Horažďovice 1Tel.:  376512334,  376512334,
MUDr. Kocumová Milena,Nádražní 149 339 01 KlatovyTel.:  376314155,  376314155,
MUDr. Kočendová Danuše,Lorencova 9 760 01 ZlínTel.:  577217414,  577217414,
MUDr. Kočí Jiřina,569 61 Dolní Újezd 383Tel.:  461631126,  461631126,
MUDr. Kočí Jiřina,569 61 Dolní Újezd,,
MUDr. Kočí Sylva,U Lékárny 316 250 70 Odolena VodaTel.:  773971109,  773971109,
MUDr. Kočicová Klára,Mrštíkova 10 693 01 Hustopeče u Brna,,
MUDr. Kočková Renata,K. Čapka 211/1 405 01 DěčínTel.:  723806660,  723806660,
MUDr. Kočová Jana,Habrecká 450 584 01 Ledeč nad SázavouTel.:  724170466,  724170466,
MUDr. Kodrová Miroslava,Polská 91/14 541 01 TrutnovTel.:  499815585,  499815585,
MUDr. Kohout Jiří,Mariánská 4 261 01 Příbram IVTel.:  318 628 823,  318 628 823,
MUDr. Kohutová Alena,Stadrodská 383 347 01 Tachov,,
MUDr. Koišová Lenka,Písečná 1822 696 42 Vracov,,
MUDr. Kokaisl Radek,Plaňanská 1 108 00 Praha 10Tel.:  281019305,  281019305,
MUDr. Kokášová Julie,Družby 1394 735 06 KarvináTel.:  596316751,  596316751,
MUDr. Kokešová Tereza,Masarykova 885 396 01 Humpolec,,
MUDr. Kolář Bohumil,Masarykovo nám. 41 538 03 Heřmanův MěstecTel.:  469695861,  469695861,
MUDr. Kolář Petr,Jeronýmova 3164 390 03 Tábor,,
MUDr. Kolář Vladimír,Holandská 26 101 00 Praha 10Tel.:  271720610,  271720610,
MUDr. Kolář Vladimír,Zahradní 1324 751 31 Lipník nad BečvouTel.:  581771575E-mail:  kolar.zub@volny.cz,  581771575,  kolar.zub@volny.cz
MUDr. Kolaříková Kamila,Komenského 314 783 44 Náměšť na HanéTel.:  585952395E-mail:  k.hanakova@centrum.cz,  585952395,  k.hanakova@centrum.cz
MUDr. Kolářová Marie,J. Nohy 1302 256 01 BenešovTel.:  317721444,  317721444,
MUDr. Kolčavová Marie,Dukelská 456/13 790 01 JeseníkTel.:  584411085,  584411085,
MUDr. Koleček Luděk,Lidická 34a 796 01 ProstějovTel.:  582339766,  582339766,
MUDr. Kolečková Elana,Na Dlouhém lánu 11 160 00 Praha 6Tel.:  251097295,  251097295,
MUDr. Kolegarová Marcela,Masarykova 116 667 01 ŽidlochoviceTel.:  547231527,  547231527,
MUDr. Kolesa Jaroslav,Plzeňská 435 364 01 ToužimTel.:  353225302,  353225302,
MUDr. Koletová Kateřina,Schwarzovo náměstí 890 530 03 PardubiceTel.:  777262543E-mail:  katerina.koletova@seznam.cz,  777262543,  katerina.koletova@seznam.cz
MUDr. Kolhlík Petr,Za Školou 39/16 198 00 Praha 9Tel.:  606111952,  606111952,
MUDr. Kolínek Ondřej,"Svatopluka Čecha 663/6 735 06 Karviná, Nové Město",,
MUDr. Kolínek Pavel,Záhumení 508 763 33 Štítná nad VláříTel.:  577336151,  577336151,
MUDr. Kolorosová Ludmila,Budějovická 535 390 01 TáborTel.:  381251861,  381251861,
MUDr. Kompert Oldřich,Morseova 251 109 00 Praha 10 - PetroviceTel.:  274868068,  274868068,
MUDr. Kompertová Yvonne,Morseova 251 109 00 Praha 10 - PetroviceTel.:  274860129,  274860129,
MUDr. Kondziolková Vanda,Konská 453 739 61 TřinecTel.:  558324872,  558324872,
MUDr. Konečná Ivana,"Vladštejnova 682/20 350 02 Cheb 2Tel.:  354433194, 724004621","  354433194, 724004621",
MUDr. Konečný Jan,Vladštejnova 682/20 350 02 Cheb 2Tel.:  354439770,  354439770,
MUDr. Konečný Petr,Žďárská 73 592 31 Nové Město na MoravěTel.:  566618060,  566618060,
MUDr. Konečný Tomáš,Žďárská 73 592 31 Nové Město na MoravěTel.:  566618060E-mail:  zubnipecenm@seznam.cz,  566618060,  zubnipecenm@seznam.cz
MUDr. Kongkham Agnieszka,Velký Šenov 598 407 78 Velký ŠenovTel.:  608206809,  608206809,
MUDr. Konicarová Dagmar,"Olomoucká 61 627 00 BrnoTel.:  548515186, 608382074","  548515186, 608382074",
MUDr. König Petr,Vratislavova 11 120 00 Praha 2Tel.:  222 524 291,  222 524 291,
MUDr. König Petr,Vratislavova 11 120 00 Praha 2Tel.:  222543683E-mail:  s-dent@seznam.cz,  222543683,  s-dent@seznam.cz
MUDr. Konopásek Josef,Sakařova 497 375 01 Týn nad VltavouTel.:  385731170,  385731170,
MUDr. Konopka Karel,Bernolákova 2008/11 142 00 Praha 4Tel.:  241719500E-mail:  konopka.karel@volny.cz,  241719500,  konopka.karel@volny.cz
MUDr. Konschill Martin,SNP 2389/4 400 11 Ústí nad LabemTel.:  472773340E-mail:  konschill@vol.cz,  472773340,  konschill@vol.cz
MUDr. Konštacká Edith,Mathonova 291/1 796 01 Prostějov,,
MUDr. Konvalinka Jiří,Blatenská 2465/82 430 03 Chomutov 3Tel.:  474629195,  474629195,
MUDr. Konvalinka Petr,Blatenská 2465/82 430 03 ChomutovTel.:  474629195,  474629195,
MUDr. Konývková Eva,Smetanova ul. 539 01 Hlinsko v Čechách,,
MUDr. Konývková Eva,Nádražní 548 539 01 Hlinsko v ČecháchTel.:  469312039,  469312039,
MUDr. Kopáčková Drahomíra,A. Krejčího 1a 679 61 LetoviceTel.:  516474369,  516474369,
MUDr. Kopáčková Jana,Klatovská 201/14 602 00 BrnoTel.:  541212524,  541212524,
MUDr. Kopecká Dagmar,Kamínky 287/15 634 00 BrnoTel.:  547356106,  547356106,
MUDr. Kopecká Lea,nám. Osvobození 43 783 35 Horka nad MoravouTel.:  585378090,  585378090,
MUDr. Kopecká Zita,Fr. Křížka 22 170 00 Praha 7Tel.:  233375373,  233375373,
MUDr. Kopecký Václav,Ortenovo nám. 14 170 00 Praha 7Tel.:  220876745,  220876745,
MUDr. Kopečková Dagmar,Masarykova 116 667 01 ŽidlochoviceTel.:  547238415,  547238415,
MUDr. Kopejtko Stanislav,Hlavní 267 353 01 Mariánské LázněTel.:  354626127,  354626127,
MUDr. Kopová Helena,"Budečská 793/1 120 00 Praha 2Tel.:  608828210, 222516661E-mail:  helena.rickova@post.cz","  608828210, 222516661",  helena.rickova@post.cz
MUDr. Kopřiva Luboš,765 31 OtrokoviceTel.:  577513310,  577513310,
MUDr. Kopřiva Miroslav,nám. Svobody 250 471 23 Zákupy,,
MUDr. Kopřiva Miroslav,28. října 3004 470 01 Česká LípaTel.:  487520706,  487520706,
MUDr. Korálová Milena,Svobody 7/1 350 02 ChebTel.:  354439560,  354439560,
MUDr. Korálová Milena,17. listopadu 18 350 02 ChebTel.:  354439560,  354439560,
MUDr. Korandová Pavla,Americká 90/11 301 00 PlzeňTel.:  377917246E-mail:  zuby.korandova@gmail.com,  377917246,  zuby.korandova@gmail.com
MUDr. Korbová Dana,Řemenovská 466 393 01 Pelhřimov 1Tel.:  565324587,  565324587,
MUDr. Korbová Dana,394 61 Božejov 5Tel.:  565397331,  565397331,
MUDr. Korbová Dana,394 15 Nová Cerekev 270Tel.:  565394201,  565394201,
MUDr. Korčáková Michaela,Mělnická 4 277 32 ByšiceTel.:  725099000,  725099000,
MUDr. Korotvička Ladislav,Neředínská 23A 779 00 OlomoucTel.:  585428856,  585428856,
MUDr. Kortová Irena,Dr. Maye 686/5 709 00 OstravaTel.:  595626980,  595626980,
MUDr. Kořistka Evžen,Obchodní 1507 686 01 Uherské HradištěTel.:  572553000,  572553000,
MUDr. Kosina Tomáš,T.G. Masaryka 127 507 52 OstroměřTel.:  493691329,  493691329,
MUDr. Kosová Eva,Osvoboditelů 111/57 410 02 LovosiceTel.:  416531491,  416531491,
MUDr. Kosová Jaroslava,Zárubova 498 142 00 Praha 4Tel.:  241711248,  241711248,
MUDr. Kössler Pavel,Haškova 445 572 01 PoličkaTel.:  461724369,  461724369,
MUDr. Kostelková Ivana,Koněvova 2427/205 130 00 Praha 3Tel.:  777883626,  777883626,
MUDr. Kostíková Jana,Zámecká 2111 347 01 TachovTel.:  374724984,  374724984,
MUDr. Kostková Lumíra,Těšínská 102 746 01 OpavaTel.:  553626932,  553626932,
MUDr. Kostková Monika,Vrchlického 57 586 01 JihlavaTel.:  567574574,  567574574,
MUDr. Kostov Boris,Hálkova 1629/11 120 00 Praha 2,,
MUDr. Kosturová Naděžda,T.G.Masaryka 602 738 01 Frýdek MístekTel.:  558439444,  558439444,
MUDr. Košárková Alena,Msgr. Šrámka 11 741 01 Nový JičínTel.:  556702958,  556702958,
MUDr. Košinárová Ilona,Brněnská 305 666 01 Tišnov,,
MUDr. Košťáková Petra,"Mazurská 484 181 00 Praha 8Tel.:  283024374, 723773160","  283024374, 723773160",
MUDr. Košťálová Lenka,U Střediska 100 503 53 SmidaryTel.:  732103612,  732103612,
MUDr. Košťálová Lenka,503 12 Všestary 154Tel.:  732103612,  732103612,
MUDr. Kotásek Stanislav,Boženy Němcové 54 370 01 České BudějoviceTel.:  386460276,  386460276,
MUDr. Koťátko Jiří,Krškova 807 152 00 Praha 5Tel.:  251086244,  251086244,
MUDr. Kotek Zdeněk,691 10 Kobylí na Moravě 206Tel.:  519431155,  519431155,
MUDr. Kotenová Ludmila,Edisonova 1185 430 01 ChomutovTel.:  474447778,  474447778,
MUDr. Kotková Vladana,České armády 17 412 01 LitoměřiceTel.:  604203007,  604203007,
MUDr. Kotoučová Helena,Kpt. Jaroše 2876 390 03 TáborTel.:  381231585E-mail:  kotoucova.h@seznam.cz,  381231585,  kotoucova.h@seznam.cz
MUDr. Kotrbová Jana,Dlouhá 1006 357 31 Horní SlavkovTel.:  773688711,  773688711,
MUDr. Kotrbová Věra,Dobrovského 2023 580 01 Havlíčkův BrodTel.:  569422741,  569422741,
MUDr. Kotschyová Jitka,Plzeňská 293 348 15 Planá u Mariánských LázníTel.:  374798178,  374798178,
MUDr. Kottová Alena,Světlogorská 2764 390 05 TáborTel.:  381264086,  381264086,
MUDr. Kotyzová Eva,Masarykovo nám. 2 254 01 Jílové u PrahyTel.:  241950812,  241950812,
MUDr. Kotyzová Michaela,Zachariášova 4 370 01 České BudějoviceTel.:  387331429,  387331429,
MUDr. Kotzianová Karolína,Jihomoravské náměstí 1 627 00 BrnoTel.:  545217001,  545217001,
MUDr. Kouba Jan,Šumavská 500 381 01 Český KrumlovTel.:  380711909,  380711909,
MUDr. Koudela Aleš,Nebušická 853 164 00 Praha 6 - NebušiceTel.:  777312327,  777312327,
MUDr. Koudela Aleš,Londýnská 45 120 00 Praha 2Tel.:  777312327,  777312327,
MUDr. Koudela Aleš,Těšnov 1163/5 110 00 Praha 1Tel.:  777312327,  777312327,
MUDr. Koudela Aleš,Jinonická 1313/25 150 00 Praha 5Tel.:  774580585,  774580585,
MUDr. Koudelka Stanislav,Nádražní 202 793 26 Vrbno pod PradědemTel.:  554751870,  554751870,
MUDr. Koudelka Stanislav,793 23 Karlovice 86Tel.:  554744114,  554744114,
MUDr. Koudelka Tomáš,Smetanovo náměstí 333 438 01 Žatec,,
MUDr. Koukalová Lucie,Tesaříkova 1027/2 102 00 Praha 10Tel.:  272921255,  272921255,
MUDr. Kouklová Jana,Karlovarská 146 439 83 Lubenec,,
MUDr. Kouklová Jana,náměstí Jana Švermy 418 431 86 Kovářská,,
MUDr. Kouklová Jana,Na Palcátech 587 331 41 KraloviceTel.:  775369874,  775369874,
MUDr. Koukolík Petr,Plachého 937/30 301 00 PlzeňTel.:  377221123E-mail:  koukolik.zub@seznam.cz,  377221123,  koukolik.zub@seznam.cz
MUDr. Kounovská Dana,Krkonošská 16 120 00 Praha 2Tel.:  222722247,  222722247,
MUDr. Koupil Jaroslav,Dobrovského 452 500 02 Hradec KrálovéTel.:  495213942,  495213942,
MUDr. Kouřilová Viléma,Hroznětínská 15 362 32 Otovice u Karlových VarTel.:  728267133,  728267133,
MUDr. Kousalová Hana,tř. T. Bati 1566 765 02 OtrokoviceTel.:  577662834,  577662834,
MUDr. Koutecká Jana,407 55 Dolní Podluží 326Tel.:  412379634,  412379634,
MUDr. Koutková Milena,Studentská 7 591 01 Žďár nad SázavouTel.:  566623908,  566623908,
MUDr. Koutská Marcela,592 03 Sněžné na Moravě 134Tel.:  566664342,  566664342,
MUDr. Kováč Tibor,Lidická 108 370 01 České Budějovice,,
MUDr. Kováčová Damar,Tovární 234 790 01 JeseníkTel.:  584403044,  584403044,
MUDr. Koval Zdenko,Sadová 629 431 51 Klašterec nad OhříTel.:  732756357E-mail:  zdenkokoval@seznam.cz,  732756357,  zdenkokoval@seznam.cz
MUDr. Koval Zdenko,439 72 Krásný Dvůr 11Tel.:  732756357E-mail:  zdenkokoval@seznam.cz,  732756357,  zdenkokoval@seznam.cz
MUDr. Kovalová Eva,nám. Hrdinů 5 794 01 KrnovTel.:  554620223,  554620223,
MUDr. Kovanda Petr,Golovinova 1559 432 01 KadaňTel.:  474333992,  474333992,
MUDr. Kovář Jiří,Nám. Svobody 2824/1 787 01 ŠumperkTel.:  583213742,  583213742,
MUDr. Kovář Zdeněk,nám. W. Churchilla 2 130 00 Praha 3Tel.:  251562277,  251562277,
MUDr. Kovařík Jaroslav,Zahradní 411 747 69 Pustá PolomTel.:  553776085,  553776085,
MUDr. Kovařík Petr,Sadová 1030 687 51 NivniceTel.:  604232616,  604232616,
MUDr. Kovaříková Květoslava,5. května 112 339 01 KlatovyTel.:  376311747,  376311747,
MUDr. Kovářová Dana,Budějovická 625 675 31 JemniceTel.:  568450361,  568450361,
MUDr. Kovářová Zlatuše,Letecká 3647/8 796 08 ProstějovTel.:  582320276,  582320276,
MUDr. Kowalski Stanislav,Žižkova 2379 733 01 Karviná-MizerovTel.:  595395239,  595395239,
MUDr. Kozák Rostislav,Trávnická 2198/2 796 01 ProstějovTel.:  724490652E-mail:  ordinac.kozak@seznam.cz,  724490652,  ordinac.kozak@seznam.cz
MUDr. Kozák Rostislav,Zahradní 271 593 01 Bystřice nad PernštejnemTel.:  725973905,  725973905,
MUDr. Kozáková Věra,739 94 Vendryně 906Tel.:  558350275,  558350275,
MUDr. Kozelská Hana,Opavská 3126/57 747 21 Kravaře,,
MUDr. Kozlerová Irena,Plzeňská 1880 266 01 Beroun,,
MUDr. Kozlík Petr,náměstí Bedřicha Hrozného 19 289 22 Lysá nad LabemTel.:  702080188E-mail:  drkozlik@valeriana.cz,  702080188,  drkozlik@valeriana.cz
MUDr. Kozlíková Stanislava,Čs. armády 414 271 01 Nové StrašecíTel.:  313574516E-mail:  ordinace@kozlik.cz,  313574516,  ordinace@kozlik.cz
MUDr. Kozumplíková Eva,Obřanská 1115/43 614 00 Brno,,
MUDr. Krabcová Vladimíra,Karlova Huť 26 267 01 Králův DvůrTel.:  311662210,  311662210,
MUDr. Krabcová Vladimíra,Pod Haldou 64 266 01 BerounTel.:  311621973,  311621973,
MUDr. Kráčmerová Magdaléna,Žižkova 151 436 01 LitvínovTel.:  478012155,  478012155,
MUDr. Král Filip,Biskupská 1 370 01 České BudějoviceTel.:  386357633E-mail:  recepce@boi-implantaty.cz,  386357633,  recepce@boi-implantaty.cz
MUDr. Král Jaroslav,Branka 54 624 00 BrnoTel.:  541224749,  541224749,
MUDr. Král Jiří,Černokostelecká 14 100 00 Praha 10Tel.:  274782401E-mail:  dr.kral@centrum.cz,  274782401,  dr.kral@centrum.cz
MUDr. Král Jiří,"Marciho 1 108 00 Praha 10 - MalešiceTel.:  274782401, 608675507E-mail:  dr.kral@centrum.cz","  274782401, 608675507",  dr.kral@centrum.cz
MUDr. Králíková Věra,Pod nemocnicí 683 339 01 Klatovy IITel.:  376314848,  376314848,
"MUDr. Králíková Věra, soukromá zubní ordinace, s.r.o.","Pod Nemocnicí 683 339 01 Klatovy IITel.:  376314848, 731817544","  376314848, 731817544",
MUDr. Králová Iveta,Jiráskova 1320 293 01 Mladá Boleslav 1Tel.:  326327992,  326327992,
MUDr. Králová Renáta,Haberská 156 508 01 Hořice v PodkrkonošíTel.:  493621852,  493621852,
MUDr. Králová Zdena,Družstevní 69 570 01 LitomyšlTel.:  461100497E-mail:  kralova@zubni.lit.cz,  461100497,  kralova@zubni.lit.cz
MUDr. Kramář Michal,U Pošty 766 538 51 Chrást u ChrudiměTel.:  469666559,  469666559,
MUDr. Kramář Michal,Chemiků 129 530 09 Pardubice 9Tel.:  466400424,  466400424,
MUDr. Kraml Pavel,Růžové náměstí 16 680 01 BoskoviceTel.:  733644499,  733644499,
MUDr. Kratěna Petr,Bratří Štefanů 895 500 03 Hradec KrálovéTel.:  495865440,  495865440,
MUDr. Krátká Lenka,Antala Staška 1670/80 140 00 Praha 4Tel.:  261006236E-mail:  kratka_lenka@atlas.cz,  261006236,  kratka_lenka@atlas.cz
MUDr. Krátká Ludmila,Karla Šafáře 64 370 05 České BudějoviceTel.:  038-41121,  038-41121,
MUDr. Krátká Vladimíra,Antonínova 4465 760 01 ZlínTel.:  577217384,  577217384,
MUDr. Krátká Vladimíra,Kotěrova 5543 760 01 ZlínTel.:  577217384,  577217384,
MUDr. Kratochvíl Tomáš,Sokolovská 1621 356 05 Sokolov,,
MUDr. Kratochvílová Dita,Krátká 798 766 01 Valašské KloboukyTel.:  577042175,  577042175,
MUDr. Kratochvílová Hana,"V Břínkách 195 252 41 Zlatníky - HodkoviceTel.:  241430113, 603839340","  241430113, 603839340",
MUDr. Kratochvílová Jitka,Jaselská 302 293 01 Mladá BoleslavTel.:  326722338,  326722338,
MUDr. Krausová Dagmar,Nad Poštou 91 747 75 Velké HeralticeTel.:  553663071,  553663071,
MUDr. Krausová Ludmila,Opletalova 15 537 01 ChrudimTel.:  469620929,  469620929,
MUDr. Krauzová Michaela,Zelená 1606/12 160 00 Praha 6Tel.:  233331654,  233331654,
MUDr. Kravcivová Jitka,Socháňová 1221 163 00 Praha 6Tel.:  235311767,  235311767,
MUDr. Krayem Ayad,1. Máje 1364 686 05 Uherské Hradiště - MařaticeTel.:  572594193,  572594193,
MUDr. Krayem Ayad,687 42 Osvětimany 103Tel.:  572594193,  572594193,
MUDr. Krčmářová Martina,Dr. Martínka 1491/7 700 30 HrabůvkaTel.:  595703274,  595703274,
MUDr. Krebsová Anna,Nádražní 235 345 06 Kdyně,,
MUDr. Kreisler Tomáš,Bezručova 23 591 01 Žďár nad SázavouTel.:  724388249,  724388249,
MUDr. Krejcarová Eva,Hostinského 1533 155 00 Praha 5Tel.:  235516562,  235516562,
MUDr. Krejčí Dana,Spálená 12 110 00 Praha 1Tel.:  224949035,  224949035,
MUDr. Krejčí Eva,Smetanova 315 539 43 SkutečTel.:  469350740,  469350740,
MUDr. Krejčí Eva,539 43 Krouna 350Tel.:  469341236,  469341236,
MUDr. Krejčí Petr,Poříčí 331 468 22 Železný BrodTel.:  483344313,  483344313,
MUDr. Krejčí Zdeňka,468 31 Malá Skála 127Tel.:  483392079,  483392079,
MUDr. Krejčí Zdeňka,Příčná 331 468 22 Železný BrodTel.:  483344313,  483344313,
MUDr. Krejčík Martin,Masarykovo nám. 1 331 41 KraloviceTel.:  373397608,  373397608,
MUDr. Krejčík Martin,331 51 KaznějovTel.:  377804798,  377804798,
MUDr. Krejčík Michal,Žerotínova 29 561 12 Brandýs nad OrlicíTel.:  465544192,  465544192,
MUDr. Krejčová Ivana,Latrán 82 381 01 Český KrumlovTel.:  380711422,  380711422,
MUDr. Krejčová Ivana,Nám. Osvoboditelů 820 500 03 Hradec KrálovéTel.:  495213622E-mail:  i.krejcova@gmail.com,  495213622,  i.krejcova@gmail.com
MUDr. Krejnická Pavla,388 01 Mačkov,,
MUDr. Krejnická Pavla,Jana Wericha 502 388 01 BlatnáTel.:  383423970,  383423970,
MUDr. Kreplová Renata,Trávnická 2 796 01 ProstějovTel.:  582332728,  582332728,
MUDr. Krestýnová Pavlína,783 97 Paseka u Štenberka 18Tel.:  585039263,  585039263,
MUDr. Kreuzová Jana,ČSA 237 364 61 Teplá u ToužiměTel.:  353392407,  353392407,
MUDr. Krchovová Iveta,Okružní 485 280 02 Kolín,,
MUDr. Krieger Miroslav,Husovo nám. 2347 269 01 RakovníkTel.:  313549482,  313549482,
MUDr. Kristina Borkovcová s.r.o.,Halasovo náměstí 597/1 638 00 BrnoTel.:  545214438,  545214438,
MUDr. Kristýna Ježek,Vodní 4545/25 796 01 Prostějov,,
MUDr. Krištof Milan,Plzeňská 293 348 15 Planá u Mariánských LázníTel.:  374798485,  374798485,
MUDr. Krmíček Tomáš,Karlovarská 485/22 301 00 PlzeňTel.:  377321343E-mail:  tom.krmicek@seznam.cz,  377321343,  tom.krmicek@seznam.cz
"MUDr. Krňoulová Jana, Ph.D.",Husova 760 334 01 PřešticeTel.:  723 163 527 (event. 737 050 255)E-mail:  drkrn@seznam.cz,  723 163 527 (event. 737 050 255),  drkrn@seznam.cz
MUDr. Krobot Ondřej,Puškinova 226 738 01 Frýdek-Místek,,
MUDr. Krobotová Helena,Puškinova 226 738 01 Frýdek MístekTel.:  558631821,  558631821,
MUDr. Krokerová Eva,Pohraniční 47 703 00 OstravaTel.:  595953241,  595953241,
MUDr. Kron Iva,Špálova 1070/30 702 00 Ostrava - PřívozTel.:  596136767,  596136767,
